state	Year	tax_state	tax_revenue	tax_dollar	sales_per_capita	tax_percent	cost_per_pack	index	price_cpi
Hawaii	1999	1	38864791	1.24	32.5	33.2	3.733	166.575	4.885450998048928
Hawaii	2000	1	40049538	1.34	31.9	33.1	4.051	172.2	5.128443670150988
Hawaii	2001	1	51825093	1.34	42.8	32.3	4.153	177.06666666666666	5.113068524096385
Hawaii	2002	1	62609477	1.59	51.1	35	4.544	179.875	5.507113273106324
Hawaii	2003	1.3	70586392	1.69	51.2	35.8	4.723	183.95833333333334	5.596995696489241
Hawaii	2004	1.4	77541842	1.79	47.4	35.5	5.044	188.88333333333333	5.821540633548045
Hawaii	2005	1.4	83135360	1.79	47	35.9	4.981	195.29166666666666	5.560186046511627
Hawaii	2006	1.4	85702087	1.99	48	37.8	5.269	201.59166666666667	5.697864495060146
Hawaii	2007	1.6	88771665	2.19	43.7	38.2	5.74	207.34241666666668	6.03504106934222
Hawaii	2008	1.8	101560050	2.39	44	40.8	5.86	215.3025	5.933419258949617
Hawaii	2009	2	104433576	2.39	41.1	32.1	7.447	214.537	7.567207521313339
Hawaii	2010	2.6	119926740	4.01	36.2	47.4	8.454	218.0555	8.45184826798682
Hawaii	2011	3	135647918	4.21	32.9	47.9	8.788	224.93916666666667	8.516898272495897
Hawaii	2012	3.2	130994720	4.21	29.8	49.1	8.571	229.59391666666667	8.138186007396392
Hawaii	2013	3.2	120095909	4.21	27	48.4	8.702	232.95708333333334	8.143285333314255
Hawaii	2014	3.2	114112464	4.21	25.4	47.6	8.839	236.73616666666666	8.139449189920988
Hawaii	2015	3.2	121629881	4.21	26.8	47.1	8.938	237.017	8.220861794723586
Hawaii	2016	3.2	116382902	4.21	25.4	46.6	9.038	240.00716666666668	8.209271528697407
Hawaii	2017	3.2	114926266	4.21	25.1	46.3	9.092	245.11958333333334	8.08607771376896
Hawaii	2018	3.2	110762991	4.21	24.2	45.2	9.317	251.10683333333333	8.08861301398276
Idaho	1970	0.07	5142000	0.15	102.4	44.6	0.336	38.825	1.8866194462330972
Idaho	1971	0.07	5446000	0.15	108.5	44.5	0.337	40.49166666666667	1.8143486314056392
Idaho	1972	0.07	6459000	0.171	126.1	47.1	0.363	41.81666666666666	1.8924033479473894
Idaho	1973	0.091	8492314	0.171	121.8	45	0.38	44.4	1.8657657657657658
Idaho	1974	0.091	8804939	0.171	125.6	42.4	0.403	49.30833333333334	1.7817272266351192
Idaho	1975	0.091	8966803	0.171	123.3	40.2	0.425	53.81666666666667	1.721585630226076
Idaho	1976	0.091	9332444	0.171	125.1	37.5	0.456	56.90833333333333	1.7468091960755603
Idaho	1977	0.091	9453009	0.171	125	33.2	0.515	60.608333333333334	1.8523855355424172
Idaho	1978	0.091	9577228	0.171	122.8	30.9	0.554	65.23333333333333	1.8513847726111397
Idaho	1979	0.091	9388416	0.171	117.5	30.3	0.564	72.575	1.6941370995521872
Idaho	1980	0.091	9483198	0.171	115.2	28.9	0.592	82.40833333333333	1.566055212862777
Idaho	1981	0.091	9801784	0.171	114.1	25.3	0.676	90.925	1.620764366235909
Idaho	1982	0.091	9730763	0.171	111.5	22.4	0.765	96.5	1.7281865284974094
Idaho	1983	0.091	9777154	0.251	111.3	28.4	0.885	99.6	1.9370481927710845
Idaho	1984	0.091	9461798	0.251	103.6	25.7	0.976	103.88333333333333	2.0481437510027276
Idaho	1985	0.091	9319619	0.251	100.7	25.1	0.999	107.56666666666666	2.0246234893089556
Idaho	1986	0.091	8854269	0.251	96.7	23.4	1.071	109.60833333333333	2.130111761575306
Idaho	1987	0.18	10967700	0.34	95	27.9	1.219	113.625	2.338763476347635
Idaho	1988	0.18	15763703	0.34	84.5	25.4	1.336	118.25833333333333	2.462811641181031
Idaho	1989	0.18	14427399	0.34	78.4	24	1.413	123.96666666666667	2.4848131218069374
Idaho	1990	0.18	16119559	0.34	90.1	23.5	1.444	130.65833333333333	2.409276101792206
Idaho	1991	0.18	14696223	0.38	85.4	22.7	1.672	136.19166666666666	2.676345836137796
Idaho	1992	0.18	15203794	0.38	85.1	22.2	1.712	140.31666666666666	2.659812329255256
Idaho	1993	0.18	15739152	0.42	86.7	27.9	1.505	144.45833333333334	2.271173925584078
Idaho	1994	0.18	17131500	0.52	93	31.8	1.635	148.225	2.4046550851745656
Idaho	1995	0.18	24428178	0.52	78.2	29.5	1.765	152.38333333333333	2.5250136716613802
Idaho	1996	0.28	24946162	0.52	73.6	28.2	1.844	156.85	2.5629072362129426
Idaho	1997	0.28	24978614	0.52	75	27.8	1.871	160.51666666666665	2.541032083895754
Idaho	1998	0.28	26264174	0.52	78.9	24.7	2.107	163.00833333333333	2.8178068605899496
Idaho	1999	0.28	25459256	0.52	75.1	18.8	2.759	166.575	3.61075791685427
Idaho	2000	0.28	25249502	0.62	66.9	21.3	2.911	172.2	3.685238095238095
Idaho	2001	0.28	24152461	0.62	66.7	20.3	3.049	177.06666666666666	3.753851656626506
Idaho	2002	0.28	23410260	0.67	63.3	21.1	3.181	179.875	3.8552216817234193
Idaho	2003	0.57	25061490	0.96	64.7	26.3	3.646	183.95833333333334	4.320695809739524
Idaho	2004	0.57	47319102	0.96	60.8	27.4	3.498	188.88333333333333	4.037222271243272
Idaho	2005	0.57	46326764	0.96	58.3	26.6	3.61	195.29166666666666	4.029767441860465
Idaho	2006	0.57	47917084	0.96	58.8	26.3	3.647	201.59166666666667	3.9438435781902355
Idaho	2007	0.57	48960151	0.96	58.6	25.2	3.802	207.34241666666668	3.9974261577768497
Idaho	2008	0.57	47784823	0.96	55.9	24.9	3.853	215.3025	3.9012737892035623
Idaho	2009	0.57	45510004	1.58	52.4	34.6	4.564	214.537	4.637670891268172
Idaho	2010	0.57	40925442	1.58	46.4	33.6	4.705	218.0555	4.7038024723063625
Idaho	2011	0.57	40626245	1.58	45.5	32.6	4.845	224.93916666666667	4.695536200528291
Idaho	2012	0.57	39326625	1.58	43.5	33	4.789	229.59391666666667	4.547167517141678
Idaho	2013	0.57	39205650	1.58	43.1	32.5	4.861	232.95708333333334	4.548897955095448
Idaho	2014	0.57	37515246	1.58	40.8	31.2	5.059	236.73616666666666	4.658612224438317
Idaho	2015	0.57	37998733	1.58	40.8	30.9	5.118	237.017	4.707358543901915
Idaho	2016	0.57	38434618	1.58	40.7	30.3	5.213	240.00716666666668	4.735000274297365
Idaho	2017	0.57	37394232	1.58	39	29.2	5.404	245.11958333333334	4.806111302816482
Idaho	2018	0.57	36938983	1.58	37.7	28.5	5.547	251.10683333333333	4.815663452673862
Illinois	1970	0.12	159536073	0.2	124.8	48.3	0.414	38.825	2.324584674822923
Illinois	1971	0.12	167207000	0.2	125.6	47.7	0.419	40.49166666666667	2.255822185634904
Illinois	1972	0.12	170514000	0.2	126.6	48.8	0.41	41.81666666666666	2.1374252690314868
Illinois	1973	0.12	167279000	0.2	124.4	47.7	0.419	44.4	2.057252252252252
Illinois	1974	0.12	175365000	0.2	131.9	44.3	0.452	49.30833333333334	1.9983640358289674
Illinois	1975	0.12	174745000	0.2	131.8	41.3	0.484	53.81666666666667	1.9605822235986372
Illinois	1976	0.12	178897000	0.2	134.4	40.5	0.494	56.90833333333333	1.8923766290818569
Illinois	1977	0.12	180478000	0.2	134	36.6	0.546	60.608333333333334	1.963888354186718
Illinois	1978	0.12	183660000	0.2	136.7	35.2	0.568	65.23333333333333	1.8981706693919262
Illinois	1979	0.12	182296000	0.2	135.3	33.3	0.6	72.575	1.8022735101619012
Illinois	1980	0.12	181085000	0.2	135.2	31.7	0.631	82.40833333333333	1.6692243907371829
Illinois	1981	0.12	181080000	0.2	133	28.7	0.696	90.925	1.6687159747044267
Illinois	1982	0.12	176286000	0.2	130.7	24.8	0.808	96.5	1.8253264248704664
Illinois	1983	0.12	175103000	0.28	127.9	31.3	0.896	99.6	1.961124497991968
Illinois	1984	0.12	170458000	0.28	124	29	0.967	103.88333333333333	2.0292571795283174
Illinois	1985	0.12	167493000	0.28	121.6	25.8	1.084	107.56666666666666	2.1968887511620703
Illinois	1986	0.2	201810000	0.36	118.2	31	1.162	109.60833333333333	2.3111016498137307
Illinois	1987	0.2	252288000	0.36	109.5	29	1.241	113.625	2.3809724972497253
Illinois	1988	0.2	250858000	0.36	107.6	27.1	1.327	118.25833333333333	2.4462208441970263
Illinois	1989	0.2	244119000	0.46	104.6	31.2	1.473	123.96666666666667	2.5903253562785697
Illinois	1990	0.2	323697000	0.46	94.1	29.9	1.54	130.65833333333333	2.5694495822437657
Illinois	1991	0.3	323399000	0.5	96.1	27.8	1.798	136.19166666666666	2.8780321850333475
Illinois	1992	0.3	323100000	0.5	94.8	26.7	1.875	140.31666666666666	2.9130538068654235
Illinois	1993	0.3	315010000	0.68	94.6	37.3	1.821	144.45833333333334	2.7480449956734927
Illinois	1994	0.3	412689145	0.68	85.7	36.7	1.852	148.225	2.7238050261426885
Illinois	1995	0.44	430355142	0.68	84.3	36	1.887	152.38333333333333	2.699547194575085
Illinois	1996	0.44	424160000	0.68	81.8	34.2	1.987	156.85	2.7616576346828183
Illinois	1997	0.44	414750695	0.68	79.6	33.6	2.023	160.51666666666665	2.747465476066868
Illinois	1998	0.44	464445911	0.82	80.3	34.1	2.405	163.00833333333333	3.2163386329942227
Illinois	1999	0.58	493297147	0.82	72.2	26.2	3.127	166.575	4.092366801740957
Illinois	2000	0.58	485040692	0.92	70	28.4	3.238	172.2	4.099210220673635
Illinois	2001	0.58	477579348	0.92	67.1	26.4	3.491	177.06666666666666	4.2980308734939765
Illinois	2002	0.58	471550800	1.37	70.9	33.9	4.038	179.875	4.893865184155664
Illinois	2003	0.98	653697190	1.37	51.4	33.8	4.058	183.95833333333334	4.8089368063420155
Illinois	2004	0.98	744402120	1.37	60	31.5	4.353	188.88333333333333	5.024021882996559
Illinois	2005	0.98	650028120	1.37	52.2	29.7	4.607	195.29166666666666	5.142697674418605
Illinois	2006	0.98	643742700	1.37	51.5	28.4	4.821	201.59166666666667	5.2134000248026116
Illinois	2007	0.98	611784600	1.37	48.6	27.5	4.979	207.34241666666668	5.234924997256953
Illinois	2008	0.98	603787800	1.37	47.9	27.7	4.949	215.3025	5.01100544582622
Illinois	2009	0.98	571347840	1.99	45.2	35.3	5.631	214.537	5.721894125488843
Illinois	2010	0.98	558323640	1.99	44.1	33.8	5.884	218.0555	5.8825023904464695
Illinois	2011	0.98	570146571	1.99	45.3	33.9	5.871	224.93916666666667	5.689885042993105
Illinois	2012	0.98	588935400	2.99	46.5	43.6	6.854	229.59391666666667	6.507890198891014
Illinois	2013	1.98	808255800	2.99	31.7	42.4	7.051	232.95708333333334	6.598288311330592
Illinois	2014	1.98	858052008	2.99	33.6	41.3	7.248	236.73616666666666	6.674366752862012
Illinois	2015	1.98	852943608	2.99	33.4	40.4	7.396	237.017	6.80258378091023
Illinois	2016	1.98	802981080	2.99	31.5	39.9	7.488	240.00716666666668	6.801396902731377
Illinois	2017	1.98	778864680	2.99	30.7	39.6	7.549	245.11958333333334	6.713792417646489
Illinois	2018	1.98	717644664	2.99	28.3	39.3	7.604	251.10683333333333	6.601461131085641
Indiana	1970	0.06	41334000	0.14	134.6	43.5	0.322	38.825	1.8080103026400514
Indiana	1971	0.06	43543000	0.14	139.3	43.1	0.325	40.49166666666667	1.7497427454208685
Indiana	1972	0.06	47223000	0.14	149.2	42.6	0.329	41.81666666666666	1.715153447588681
Indiana	1973	0.06	49554000	0.14	156	40.6	0.345	44.4	1.6939189189189188
Indiana	1974	0.06	50996000	0.14	159.6	38.2	0.367	49.30833333333334	1.6225654892682102
Indiana	1975	0.06	51934000	0.14	162.4	36.2	0.387	53.81666666666667	1.5676556209352739
Indiana	1976	0.06	53081000	0.14	166.6	34.5	0.406	56.90833333333333	1.5552731000146436
Indiana	1977	0.06	55024000	0.185	173	37	0.5	60.608333333333334	1.7984325587790457
Indiana	1978	0.105	84459000	0.185	150.9	35.2	0.525	65.23333333333333	1.7544711292795094
Indiana	1979	0.105	84004000	0.185	148.9	34.5	0.537	72.575	1.6130347915949017
Indiana	1980	0.105	83311000	0.185	146.9	31.7	0.583	82.40833333333333	1.5422469410456063
Indiana	1981	0.105	85609000	0.185	148.5	28.4	0.651	90.925	1.5608248556502613
Indiana	1982	0.105	84807000	0.185	147.7	24.4	0.757	96.5	1.7101139896373057
Indiana	1983	0.105	82149000	0.265	143	31.1	0.852	99.6	1.8648192771084338
Indiana	1984	0.105	79979000	0.265	137.8	29.8	0.888	103.88333333333333	1.863475052141826
Indiana	1985	0.105	78908000	0.265	135.3	28.3	0.936	107.56666666666666	1.8969445305237063
Indiana	1986	0.105	79546000	0.265	137.6	26.5	1.001	109.60833333333333	1.9908887706226714
Indiana	1987	0.105	78617000	0.32	134	29.4	1.093	113.625	2.097020902090209
Indiana	1988	0.155	115681939	0.315	134	26.5	1.19	118.25833333333333	2.193672045662744
Indiana	1989	0.155	112344108	0.315	132.5	24	1.308	123.96666666666667	2.300166711481581
Indiana	1990	0.155	111470978	0.315	128.3	23.2	1.358	130.65833333333333	2.2657873588876845
Indiana	1991	0.155	114707074	0.355	127.2	23.1	1.535	136.19166666666666	2.4570519488466007
Indiana	1992	0.155	110491216	0.355	128.2	22.5	1.575	140.31666666666666	2.4469651977669558
Indiana	1993	0.155	109194371	0.395	126.8	26.9	1.466	144.45833333333334	2.2123195846553214
Indiana	1994	0.155	111199531	0.395	128.2	27	1.463	148.225	2.1516883116883117
Indiana	1995	0.155	120669058	0.395	135.4	26.7	1.478	152.38333333333333	2.1144307120201247
Indiana	1996	0.155	120985631	0.395	135.1	25.3	1.563	156.85	2.1723557539050047
Indiana	1997	0.155	122485409	0.395	135.3	23.7	1.668	160.51666666666665	2.265334856193542
Indiana	1998	0.155	123065738	0.395	135.9	20.8	1.9	163.00833333333333	2.5409743878124837
Indiana	1999	0.155	120640333	0.395	133.3	15.2	2.602	166.575	3.405288908899895
Indiana	2000	0.155	117604267	0.495	125.5	18.3	2.704	172.2	3.4231823461091757
Indiana	2001	0.155	114381404	0.495	121.4	16.4	3.02	177.06666666666666	3.718147590361446
Indiana	2002	0.155	114756720	0.945	121.4	26.4	3.574	179.875	4.3315191104933985
Indiana	2003	0.555	343657232	0.945	101.1	26.9	3.514	183.95833333333334	4.164269082672707
Indiana	2004	0.555	335915185	0.945	97.7	27.4	3.451	188.88333333333333	3.9829771463866583
Indiana	2005	0.555	331903577	0.945	96.1	26.9	3.509	195.29166666666666	3.9170232558139535
Indiana	2006	0.555	343491000	0.945	98.7	27.1	3.49	201.59166666666667	3.7740647348187344
Indiana	2007	0.555	358376047	1.385	102.3	33.5	4.138	207.34241666666668	4.350696854518834
Indiana	2008	0.995	515812582	1.385	81.7	33.8	4.093	215.3025	4.144280721310714
Indiana	2009	0.995	500769869	2.005	78.9	41.6	4.814	214.537	4.8917063257153774
Indiana	2010	0.995	462532256	2.005	71.7	39	5.147	218.0555	5.145689973424197
Indiana	2011	0.995	448763368	2.005	69.6	38.6	5.199	224.93916666666667	5.038615625706209
Indiana	2012	0.995	428080840	2.005	66	38.3	5.231	229.59391666666667	4.966847626261875
Indiana	2013	0.995	434473203	2.005	66.9	38.1	5.257	232.95708333333334	4.919472649647556
Indiana	2014	0.995	417532271	2.005	63.6	37.2	5.39	236.73616666666666	4.963415673003069
Indiana	2015	0.995	411617471	2.005	62.7	37.1	5.41	237.017	4.975929996582524
Indiana	2016	0.995	431322426	2.005	62.4	35.9	5.581	240.00716666666668	5.069256959688009
Indiana	2017	0.995	401065746	2.005	61.2	35.4	5.666	245.11958333333334	5.039124100991523
Indiana	2018	0.995	381595301	2.005	58.3	35.1	5.716	251.10683333333333	4.962381881284261
Iowa	1970	0.1	30155675	0.18	108.5	46.8	0.385	38.825	2.161751448808757
Iowa	1971	0.13	33339377	0.21	108.4	50.1	0.419	40.49166666666667	2.255822185634904
Iowa	1972	0.13	40547730	0.21	109.4	50.1	0.419	41.81666666666666	2.1843443603029096
Iowa	1973	0.13	41441346	0.21	110.6	48.6	0.432	44.4	2.121081081081081
Iowa	1974	0.13	43975775	0.21	116.1	46.3	0.454	49.30833333333334	2.0072063545715735
Iowa	1975	0.13	44851832	0.21	120.5	43.9	0.478	53.81666666666667	1.936277485289563
Iowa	1976	0.13	46500488	0.21	124.4	42.5	0.494	56.90833333333333	1.8923766290818569
Iowa	1977	0.13	46894948	0.21	125.5	38.5	0.546	60.608333333333334	1.963888354186718
Iowa	1978	0.13	47623434	0.21	127.1	37.2	0.564	65.23333333333333	1.8848032703117015
Iowa	1979	0.13	46817786	0.21	124.2	35.7	0.588	72.575	1.7662280399586632
Iowa	1980	0.13	47075859	0.21	124.6	34.2	0.614	82.40833333333333	1.624253210638083
Iowa	1981	0.13	50394103	0.26	132.9	35.7	0.728	90.925	1.7454385482540555
Iowa	1982	0.18	61227054	0.26	116.2	31	0.84	96.5	1.8976165803108809
Iowa	1983	0.18	60490333	0.34	115.6	36.4	0.933	99.6	2.0421084337349398
Iowa	1984	0.18	59082906	0.34	111.2	34.2	0.995	103.88333333333333	2.08801540189315
Iowa	1985	0.18	58018435	0.42	109.4	40.1	1.048	107.56666666666666	2.1239293461419275
Iowa	1986	0.26	72024669	0.42	104.1	35.9	1.171	109.60833333333333	2.329001748650498
Iowa	1987	0.26	77092980	0.42	101.1	33.9	1.242	113.625	2.382891089108911
Iowa	1988	0.34	81689081	0.5	100.2	34.5	1.451	118.25833333333333	2.674805158198859
Iowa	1989	0.31	91397313	0.47	94.4	31.4	1.496	123.96666666666667	2.6307717128260286
Iowa	1990	0.31	84199981	0.47	95.4	30.2	1.554	130.65833333333333	2.592808214809618
Iowa	1991	0.31	84762321	0.56	97.1	31.4	1.785	136.19166666666666	2.8572232760203145
Iowa	1992	0.36	94916925	0.56	95.2	29.5	1.897	140.31666666666666	2.947233638199311
Iowa	1993	0.36	92518148	0.6	92.5	35	1.714	144.45833333333334	2.5865728295356214
Iowa	1994	0.36	93474587	0.6	93.4	33.5	1.79	148.225	2.6326193287232247
Iowa	1995	0.36	95081332	0.6	93	32.6	1.838	152.38333333333333	2.6294476648802365
Iowa	1996	0.36	96051777	0.6	94	31.7	1.893	156.85	2.631010519604718
Iowa	1997	0.36	96381838	0.6	93.9	31	1.938	160.51666666666665	2.6320257501817053
Iowa	1998	0.36	96484950	0.6	94	28.2	2.13	163.00833333333333	2.8485660242318898
Iowa	1999	0.36	94166860	0.6	91.7	21	2.863	166.575	3.746864775626595
Iowa	2000	0.36	92817112	0.7	88.9	23.4	2.994	172.2	3.7903135888501747
Iowa	2001	0.36	91235012	0.7	86.5	21.9	3.195	177.06666666666666	3.9336031626506025
Iowa	2002	0.36	89794591	0.75	85.4	22.6	3.314	179.875	4.016411396803336
Iowa	2003	0.36	89889534	0.75	85.4	22.5	3.332	183.95833333333334	3.9485898074745185
Iowa	2004	0.36	88715817	0.75	83.7	22.9	3.273	188.88333333333333	3.777538162887144
Iowa	2005	0.36	89210340	0.75	83.9	22.3	3.362	195.29166666666666	3.7529302325581395
Iowa	2006	0.36	91301474	0.75	85.3	22.3	3.36	201.59166666666667	3.633483526931503
Iowa	2007	1.36	124274752	1.75	76.3	38.5	4.541	207.34241666666668	4.774411410432582
Iowa	2008	1.36	234137140	1.75	57.6	38.8	4.507	215.3025	4.56346767919555
Iowa	2009	1.36	220212197	2.37	53.8	44.5	5.327	214.537	5.412987037201042
Iowa	2010	1.36	210730238	2.37	51.3	41.3	5.736	218.0555	5.734540059755429
Iowa	2011	1.36	204155253	2.37	49.1	41	5.781	224.93916666666667	5.6026614603207525
Iowa	2012	1.36	202808381	2.37	48.6	41.2	5.753	229.59391666666667	5.4624879361278085
Iowa	2013	1.36	202980954	2.37	48.5	41.2	5.748	232.95708333333334	5.378947839104843
Iowa	2014	1.36	198425088	2.37	47.1	40.9	5.791	236.73616666666666	5.332679065373057
Iowa	2015	1.36	196434534	2.37	46.5	40.8	5.812	237.017	5.345675626642815
Iowa	2016	1.36	202215543	2.37	47.7	39.5	5.997	240.00716666666668	5.447112343173085
Iowa	2017	1.36	192098768	2.37	45	38.3	6.184	245.11958333333334	5.49981352639103
Iowa	2018	1.36	184380885	2.37	43	37.7	6.283	251.10683333333333	5.454626550054061
Kansas	1970	0.08	21175000	0.19	114	48.8	0.389	38.825	2.184211204121056
Kansas	1971	0.11	25020000	0.19	102.8	49	0.388	40.49166666666667	2.088923646840914
Kansas	1972	0.11	27567000	0.19	111	48.3	0.393	41.81666666666666	2.0488003188521327
Kansas	1973	0.11	28610492	0.19	115.2	47.3	0.402	44.4	1.973783783783784
Kansas	1974	0.11	29740692	0.19	118.6	44.5	0.427	49.30833333333334	1.8878350515463918
Kansas	1975	0.11	30820823	0.19	123.4	40.8	0.466	53.81666666666667	1.8876680086714153
Kansas	1976	0.11	32063308	0.19	127.7	39.5	0.481	56.90833333333333	1.8425772441060184
Kansas	1977	0.11	32492220	0.19	127.9	36.1	0.526	60.608333333333334	1.8919510518355562
Kansas	1978	0.11	32518489	0.19	127.1	34.7	0.548	65.23333333333333	1.8313336739908024
Kansas	1979	0.11	32655500	0.19	126.4	32.6	0.583	72.575	1.7512090940406473
Kansas	1980	0.11	33130559	0.19	127.1	31.8	0.598	82.40833333333333	1.581927394074224
Kansas	1981	0.11	34323231	0.19	132	29.2	0.651	90.925	1.5608248556502613
Kansas	1982	0.11	34299712	0.19	130.9	24.7	0.77	96.5	1.7394818652849742
Kansas	1983	0.11	33792242	0.32	127.6	35.2	0.91	99.6	1.9917670682730926
Kansas	1984	0.16	45063879	0.32	121.7	32.8	0.975	103.88333333333333	2.0460452430611267
Kansas	1985	0.16	45327675	0.4	115.7	38.8	1.03	107.56666666666666	2.087449643631856
Kansas	1986	0.24	58286236	0.4	109.4	34.9	1.145	109.60833333333333	2.277290352010948
Kansas	1987	0.24	62374658	0.4	105.2	32.3	1.239	113.625	2.3771353135313533
Kansas	1988	0.24	61770458	0.4	103.2	29.3	1.365	118.25833333333333	2.5162708759072654
Kansas	1989	0.24	57951000	0.4	96.5	27.4	1.458	123.96666666666667	2.5639472976606617
Kansas	1990	0.24	55437320	0.4	94.3	27.5	1.457	130.65833333333333	2.430966260603355
Kansas	1991	0.24	55637270	0.44	91.8	25.3	1.742	136.19166666666666	2.7883938077464356
Kansas	1992	0.24	53617108	0.44	90	25.3	1.742	140.31666666666666	2.7064211901651025
Kansas	1993	0.24	53792399	0.48	89.9	30.1	1.596	144.45833333333334	2.408500721084511
Kansas	1994	0.24	54036609	0.48	89.1	29	1.657	148.225	2.437011300387924
Kansas	1995	0.24	54600292	0.48	90.1	28.6	1.677	152.38333333333333	2.39912063874002
Kansas	1996	0.24	54477448	0.48	88.7	28	1.713	156.85	2.3808351928594202
Kansas	1997	0.24	55167155	0.48	89.2	26	1.843	160.51666666666665	2.503004880074759
Kansas	1998	0.24	53990126	0.48	87.6	23.2	2.07	163.00833333333333	2.768324727774653
Kansas	1999	0.24	52382238	0.48	83.3	17.7	2.712	166.575	3.549248086447547
Kansas	2000	0.24	50886541	0.58	79.8	19.7	2.941	172.2	3.72321718931475
Kansas	2001	0.24	50144482	0.58	78.1	19.3	3	177.06666666666666	3.6935240963855422
Kansas	2002	0.24	49196827	1.09	77.5	29.3	3.726	179.875	4.515735927727588
Kansas	2003	0.79	119411772	1.18	60.7	30.5	3.87	183.95833333333334	4.586147225368063
Kansas	2004	0.79	121226400	1.18	56.3	31.5	3.748	188.88333333333333	4.325760169416748
Kansas	2005	0.79	118661808	1.18	54.9	31.6	3.73	195.29166666666666	4.163720930232558
Kansas	2006	0.79	120015024	1.18	55.4	29.6	3.988	201.59166666666667	4.312598900417511
Kansas	2007	0.79	116016672	1.18	53.1	28.7	4.11	207.34241666666668	4.321257629790335
Kansas	2008	0.79	113466516	1.18	51.7	28.9	4.082	215.3025	4.133142903589135
Kansas	2009	0.79	108641160	1.8	49.1	37.9	4.747	214.537	4.823624829283526
Kansas	2010	0.79	100798776	1.8	45.2	36	4.997	218.0555	4.995728151777873
Kansas	2011	0.79	95864364	1.8	41.2	35.2	5.112	224.93916666666667	4.954299495789602
Kansas	2012	0.79	97502160	1.8	43	34.9	5.154	229.59391666666667	4.893735933044103
Kansas	2013	0.79	93306900	1.8	41	35	5.14	232.95708333333334	4.809984671711706
Kansas	2014	0.79	90240336	1.8	39.5	34.3	5.247	236.73616666666666	4.831733216372375
Kansas	2015	0.79	90235524	2.3	39.3	39.7	5.793	237.017	5.328200086913597
Kansas	2016	1.29	139982444	2.3	36.4	38.9	5.914	240.00716666666668	5.37172292771813
Kansas	2017	1.29	133706394	2.3	34.5	38.2	6.014	245.11958333333334	5.348622016124782
Kansas	2018	1.29	125124787	2.3	33.3	36.9	6.225	251.10683333333333	5.404273479880078
Kentucky	1970	0.025	12587000	0.11	155.8	36.5	0.301	38.825	1.6900965872504827
Kentucky	1971	0.03	15938000	0.11	163.5	35.9	0.306	40.49166666666667	1.6474500926116484
Kentucky	1972	0.03	17662000	0.11	179.4	35.9	0.306	41.81666666666666	1.595249103228378
Kentucky	1973	0.03	19983000	0.11	201.9	34.9	0.315	44.4	1.5466216216216215
Kentucky	1974	0.03	21292000	0.11	212.4	33	0.333	49.30833333333334	1.4722460706439073
Kentucky	1975	0.03	22457000	0.11	223	30.6	0.36	53.81666666666667	1.4582842985444409
Kentucky	1976	0.03	23527000	0.11	230.9	29.8	0.369	56.90833333333333	1.4135363889295651
Kentucky	1977	0.03	23588000	0.11	229.4	26.6	0.414	60.608333333333334	1.4891021586690498
Kentucky	1978	0.03	23305000	0.11	224.7	25.3	0.434	65.23333333333333	1.4503628002043945
Kentucky	1979	0.03	22550000	0.11	214.9	23.8	0.463	72.575	1.3907543920082672
Kentucky	1980	0.03	22777000	0.11	215.3	22.3	0.494	82.40833333333333	1.3068095864091416
Kentucky	1981	0.03	23029000	0.11	209.7	19.5	0.563	90.925	1.3498377783887818
Kentucky	1982	0.03	23140000	0.11	210.6	16.6	0.664	96.5	1.500020725388601
Kentucky	1983	0.03	22127000	0.19	201.1	25.2	0.754	99.6	1.6503212851405624
Kentucky	1984	0.03	20623000	0.19	183.2	24	0.793	103.88333333333333	1.6641167976897162
Kentucky	1985	0.03	20623000	0.19	182.4	22.2	0.854	107.56666666666666	1.730759219088937
Kentucky	1986	0.03	20115000	0.19	179.8	21	0.905	109.60833333333333	1.7999543830304874
Kentucky	1987	0.03	19445000	0.19	171.2	20.2	0.944	113.625	1.811150715071507
Kentucky	1988	0.03	19591000	0.19	173.2	18.3	1.038	118.25833333333333	1.9134719188217888
Kentucky	1989	0.03	19426000	0.19	171.6	16.4	1.156	123.96666666666667	2.032869050820113
Kentucky	1990	0.03	20658000	0.19	182.5	15.8	1.205	130.65833333333333	2.0105108744180114
Kentucky	1991	0.03	18847000	0.23	170.8	16.9	1.358	136.19166666666666	2.173730649207612
Kentucky	1992	0.03	18538000	0.23	167.6	15.8	1.454	140.31666666666666	2.2589761254305736
Kentucky	1993	0.03	18542000	0.27	167.6	20.3	1.328	144.45833333333334	2.0040657629074126
Kentucky	1994	0.03	18858000	0.27	170.2	20	1.348	148.225	1.9825535503457583
Kentucky	1995	0.03	19968000	0.27	175.3	19.3	1.398	152.38333333333333	1.999982500273433
Kentucky	1996	0.03	20624000	0.27	179	18.5	1.456	156.85	2.0236404207841887
Kentucky	1997	0.03	21769000	0.27	186.8	17.3	1.557	160.51666666666665	2.1145841553317415
Kentucky	1998	0.03	19957000	0.27	171.3	15.1	1.792	163.00833333333333	2.3965400541894586
Kentucky	1999	0.03	19384000	0.27	165.3	11.1	2.434	166.575	3.185423983190755
Kentucky	2000	0.03	18724000	0.37	156.2	14.3	2.586	172.2	3.2737979094076652
Kentucky	2001	0.03	18504000	0.37	152.6	12.6	2.927	177.06666666666666	3.6036483433734943
